pair_id,pr_id_source,pr_id_target,repo_id,evidence_id,comment_id,comment_type,evidence_created_at,evidence_user,reference_kind,reference_number,reference_token,matched_text,rejection_reason
4092979682_4099312855,4099312855,4092979682,794199679,pr_comment:4087836254,4087836254,pr_comment,2026-03-19 05:05:35+00:00,gemini-code-assist[bot],local_hash,910,#910,"rity on Forward-Porting**: Explicitly noted that this changelog entry is a backfill and does not imply that the full PR #910 has been forward-ported to `dev`.

🧠 **New Feature in Public Preview:** You can now enable **Memory** to help **Gemini ",
3896029522_3898964305,3898964305,3896029522,1103012935,pr_comment:3850423652,3850423652,pr_comment,2026-02-05 00:31:06+00:00,gumadeiras,local_hash,8780,#8780,"e commit: 4434cae565a30f44dd2b77d4ea097763ef02066c

Thanks @gumadeiras! Original report and PR work by @victormier in #8780.
",
4039459323_4040312761,4039459323,4040312761,1103012935,pr_comment:4018174256,4018174256,pr_comment,2026-03-08 03:47:48+00:00,obviyus,local_hash,39414,#39414,"Superseded by #39414.

Why:
- the root cause is upstream of the UI: sender attribution needs to survive gateway history sanitization
- this ",
4039459323_4040312761,4039459323,4040312761,1103012935,pr_comment:4018174256,4018174256,pr_comment,2026-03-08 03:47:48+00:00,obviyus,local_hash,39414,#39414,"s PR reparses inline metadata in the UI after that metadata has already been stripped on the real `chat.history` path
- #39414 preserves a top-level `senderLabel` in the gateway first, then keeps the UI change small: group/render from that field ",
4120317607_4120387107,4120387107,4120317607,1168654724,pr_comment:4110162168,4110162168,pr_comment,2026-03-23 12:11:28+00:00,coderabbitai[bot],local_hash,260,#260," migration statements.|

## Estimated code review effort

🎯 3 (Moderate) | ⏱️ ~22 minutes

## Possibly related PRs

- [`#260`](https://github.com/cita-777/metapi/pull/260): Implements identical exclusion of runtime DB keys (db_type, db_url, db_",
4120317607_4120387107,4120387107,4120317607,1168654724,pr_comment:4110162168,4110162168,pr_comment,2026-03-23 12:11:28+00:00,coderabbitai[bot],url,260,https://github.com/cita-777/metapi/pull/260,"ion statements.|

## Estimated code review effort

🎯 3 (Moderate) | ⏱️ ~22 minutes

## Possibly related PRs

- [`#260`](https://github.com/cita-777/metapi/pull/260): Implements identical exclusion of runtime DB keys (db_type, db_url, db_ssl) in backupService and databaseMigrationSer",
4108726220_4120387107,4120387107,4108726220,1168654724,pr_comment:4110162168,4110162168,pr_comment,2026-03-23 12:11:28+00:00,coderabbitai[bot],local_hash,220,#220,"runtime DB keys (db_type, db_url, db_ssl) in backupService and databaseMigrationService with matching test coverage
- [`#220`](https://github.com/cita-777/metapi/pull/220): Modifies the same Docker and test files with conflicting npm ci invocat",
4108726220_4120387107,4120387107,4108726220,1168654724,pr_comment:4110162168,4110162168,pr_comment,2026-03-23 12:11:28+00:00,coderabbitai[bot],url,220,https://github.com/cita-777/metapi/pull/220," DB keys (db_type, db_url, db_ssl) in backupService and databaseMigrationService with matching test coverage
- [`#220`](https://github.com/cita-777/metapi/pull/220): Modifies the same Docker and test files with conflicting npm ci invocation changes, plus alters backupService for rel",
3109006372_3120492890,3120492890,3109006372,845317529,pr_comment:2943434826,2943434826,pr_comment,2025-06-05 09:27:38+00:00,coderabbitai[bot],qualified,1031,giselles-ai/giselle#1031,"y skipped pull request tests by improving mocks, directly addressing the issue's objective.

## Possibly related PRs

- giselles-ai/giselle#1031: Uses the `getPullRequestReviewComment` function added in this PR for testing GitHub trigger utilities.
- giselles-ai/g",
3089911580_3120492890,3120492890,3089911580,845317529,pr_comment:2943434826,2943434826,pr_comment,2025-06-05 09:27:38+00:00,coderabbitai[bot],qualified,952,giselles-ai/giselle#952," giselles-ai/giselle#950: Builds upon the comprehensive test suite for `trigger-utils.test.ts` introduced in this PR.
- giselles-ai/giselle#952: Adds conditional checks and mocks for diff retrieval, building on the diff support introduced in this PR.

## Suggeste",
3938005395_3938209365,3938005395,3938209365,1103012935,pr_comment:3898383422,3898383422,pr_comment,2026-02-13 17:24:28+00:00,TsekaLuk,local_hash,15610,#15610,"Heads-up: if the new  run fails on  (), that is a base-branch lint regression now tracked in #15610.\n\nThis PR already has its own branch-specific fixes applied.",
3938005395_3938209365,3938005395,3938209365,1103012935,pr_comment:3898384653,3898384653,pr_comment,2026-02-13 17:24:42+00:00,TsekaLuk,local_hash,15610,#15610,"`check`
- failing lint: `eslint(no-control-regex)`
- file path: `src/gateway/server/ws-connection.ts`

Tracked/fixed in #15610.
",
4069639711_4081297216,4081297216,4069639711,594859735,pr_comment:4066297120,4066297120,pr_comment,2026-03-16 09:31:39+00:00,coderabbitai[bot],qualified,1076,bitsocialnet/5chan#1076,"se menu / show result
```

## Estimated code review effort

🎯 3 (Moderate) | ⏱️ ~20 minutes

## Possibly related PRs

- bitsocialnet/5chan#1076: Modifies edit-menu and post-menu-mobile behavior and publishCommentEdit integration; strong overlap in same components",
3952900646_3978902277,3952900646,3978902277,1116260703,pr_comment:3945645529,3945645529,pr_comment,2026-02-23 15:55:04+00:00,glittercowboy,local_hash,716,#716,"Closing in favor of #716 which re-applies this fix against the refactored codebase (gsd-tools.cjs → lib/commands.cjs, tests split into tests/com",
3308255741_3395106929,3395106929,3308255741,669466632,pr_comment:3267320009,3267320009,pr_comment,2025-09-08 17:52:18+00:00,coderabbitai[bot],qualified,877,selfxyz/self#877," Report build/test status
```

## Estimated code review effort
🎯 2 (Simple) | ⏱️ ~10 minutes

## Possibly related PRs
- selfxyz/self#877 — Also modifies mobile SDK build scripts and tooling; likely part of the same build/CI refactor.

## Suggested reviewer",
3943283697_3943284256,3943284256,3943283697,1151870687,pr_comment:3903508933,3903508933,pr_comment,2026-02-15 07:20:51+00:00,github-actions[bot],local_hash,269,#269,"are merge artifacts because the PR branched from `dade1c4` before commits `57fac9f` (trust-scoring rewrite), `ec3eab5` (#269 SELECT INTO guard), and `664ad10` (CI fallback) landed on develop. The actual diff from the branch point (`dade1c4..848",
3943283697_3943284256,3943284256,3943283697,1151870687,pr_comment:3903508933,3903508933,pr_comment,2026-02-15 07:20:51+00:00,github-actions[bot],local_hash,269,#269,"pproval:**

1. **Rebase onto current `develop`** to resolve the merge conflict that would revert the SELECT INTO guard (#269), the trust-scoring rewrite, and the CI fallback comment step.

2. **Add CGNAT range blocking** (`100.64.0.0/10`) to `P",
4072638931_4075909764,4075909764,4072638931,1103012935,pr_comment:4060624781,4060624781,pr_comment,2026-03-14 14:18:34+00:00,lionrooter,local_hash,45356,#45356,"Status note:

- This PR supersedes #45356.
- Local focused validation passed before opening this replacement PR:
  - `pnpm vitest run src/plugins/loader.test.ts ",
4109191822_4111511187,4109191822,4111511187,1050131556,pr_comment:4102371273,4102371273,pr_comment,2026-03-21 05:45:56+00:00,ChuxiJ,local_hash,919,#919,"Superseded by consolidated V2 implementation PR #919, which now carries this stack forward against \. Closing this split PR to keep the review surface clean.",
4021598149_4075936077,4075936077,4021598149,821183982,pr_comment:4060644131,4060644131,pr_comment,2026-03-14 14:33:40+00:00,coderabbitai[bot],qualified,234,jerry609/PaperBot#234,"nd sandbox-backed tool/agent execution, aligned with this PR's tool-enabled execution loop and sandbox integration.
- **jerry609/PaperBot#234**: Modifies Studio UI/state code (studio-store.ts) and streaming/replication UI flow (ReproductionLog.tsx), directly in",
4009085630_4009094037,4009085630,4009094037,344676663,pr_comment:3981838838,3981838838,pr_comment,2026-03-02 03:42:56+00:00,sfwn,local_hash,6718,#6718,Superseded by #6718,
4009085630_4009094037,4009085630,4009094037,344676663,pr_comment:3981839949,3981839949,pr_comment,2026-03-02 03:43:28+00:00,sfwn,local_hash,6718,#6718,This PR has been superseded by #6718: https://github.com/erda-project/erda/pull/6718,
4009085630_4009094037,4009085630,4009094037,344676663,pr_comment:3981839949,3981839949,pr_comment,2026-03-02 03:43:28+00:00,sfwn,url,6718,https://github.com/erda-project/erda/pull/6718,This PR has been superseded by #6718: https://github.com/erda-project/erda/pull/6718,
3992993226_4002042876,4002042876,3992993226,1103012935,pr_comment:3987635469,3987635469,pr_comment,2026-03-02 23:34:16+00:00,steipete,local_hash,27088,#27088,"Thanks for the PR! This duplicates #27088, which was submitted first with the same feature to include archived/reset transcripts in usage stats. Closing in favor",
4050199323_4105477836,4105477836,4050199323,1168654724,pr_comment:4095191942,4095191942,pr_comment,2026-03-20 03:25:57+00:00,coderabbitai[bot],qualified,49,cita-777/metapi#49," involves non-trivial business logic and integration points requiring separate reasoning.

## Possibly related PRs

- **cita-777/metapi#49**: Modifies `src/web/App.tsx` to introduce mobile-responsive layout and drawer logic; this PR also touches `App.tsx` fo",
3516641903_3518844703,3518844703,3516641903,985303505,pr_comment:3407406348,3407406348,pr_comment,2025-10-15 16:52:27+00:00,coderabbitai[bot],qualified,41,cossistantcom/cossistant#41,"imilar changeset: presence ping, markVisitorPresence calls, shared PRESENCE constants, and Avatar status propagation.
- cossistantcom/cossistant#41 — Edits the realtime provider; intersects with the added `sendRaw` method and provider wiring.
- cossistantcom/cossista",
3516639917_3518844703,3518844703,3516639917,985303505,pr_comment:3407406348,3407406348,pr_comment,2025-10-15 16:52:27+00:00,coderabbitai[bot],qualified,37,cossistantcom/cossistant#37,"stantcom/cossistant#41 — Edits the realtime provider; intersects with the added `sendRaw` method and provider wiring.
- cossistantcom/cossistant#37 — Adds Redis-backed presence and websocket presence updates; overlaps with server-side presence refresh and UI surfacin",
4018271374_4090899747,4090899747,4018271374,53311716,pr_comment:4077683013,4077683013,pr_comment,2026-03-17 20:04:39+00:00,coderabbitai[bot],qualified,10285,tikv/pd#10285,"d PRs

- tikv/pd#10163 — Modifies the same TestUpdateMemberWhenRecovery and its GetTS concurrency/timeout handling.  
- tikv/pd#10285 — Changes the test to tolerate transient GetTS failures by adding retry/verification logic after a TSO restart.  
- tik",
3971412842_3973334154,3971412842,3973334154,1103012935,pr_comment:3943488585,3943488585,pr_comment,2026-02-23 09:03:58+00:00,apethree,local_hash,23135,#23135,#23135 Fixes rest of the settings menu issues. Could be merged in to one and released together.,
4008945993_4061857330,4008945993,4061857330,22332649,pr_comment:4043652995,4043652995,pr_comment,2026-03-12 03:25:52+00:00,Copilot,local_hash,262,#262,"@sandsm I've opened a new pull request, #262, to work on those changes. Once the pull request is ready, I'll request review from you.",
4008945993_4061859218,4008945993,4061859218,22332649,pr_comment:4043654659,4043654659,pr_comment,2026-03-12 03:26:27+00:00,Copilot,local_hash,263,#263,"@sandsm I've opened a new pull request, #263, to work on those changes. Once the pull request is ready, I'll request review from you.",
4008945993_4061862953,4008945993,4061862953,22332649,pr_comment:4043657848,4043657848,pr_comment,2026-03-12 03:27:44+00:00,Copilot,local_hash,264,#264,"@sandsm I've opened a new pull request, #264, to work on those changes. Once the pull request is ready, I'll request review from you.",
4008945993_4061868106,4008945993,4061868106,22332649,pr_comment:4043662549,4043662549,pr_comment,2026-03-12 03:29:17+00:00,Copilot,local_hash,265,#265,"@sandsm I've opened a new pull request, #265, to work on those changes. Once the pull request is ready, I'll request review from you.",
4008945993_4061869345,4008945993,4061869345,22332649,pr_comment:4043663972,4043663972,pr_comment,2026-03-12 03:29:44+00:00,Copilot,local_hash,266,#266,"@sandsm I've opened a new pull request, #266, to work on those changes. Once the pull request is ready, I'll request review from you.",
4008945993_4061887977,4008945993,4061887977,22332649,pr_comment:4043687149,4043687149,pr_comment,2026-03-12 03:35:39+00:00,Copilot,local_hash,267,#267,"@sandsm I've opened a new pull request, #267, to work on those changes. Once the pull request is ready, I'll request review from you.",
4061699095_4069552069,4061699095,4069552069,1051086270,pr_comment:4053424644,4053424644,pr_comment,2026-03-13 07:58:04+00:00,vnv-varun,local_hash,2681,#2681,"Superseded by #2681.

`#2440` merged into `main`, and this branch still carried the old ancestry, so the diff on this PR was polluted with ",
4061699095_4069552069,4061699095,4069552069,1051086270,pr_comment:4053424644,4053424644,pr_comment,2026-03-13 07:58:04+00:00,vnv-varun,local_hash,2681,#2681,lready-landed isolated-environment changes. I rebuilt the preview-environments work cleanly on top of current `main` in #2681 and am closing this PR in favor of that one.,
4023490482_4042245822,4023490482,4042245822,1151870687,pr_comment:4020077406,4020077406,pr_comment,2026-03-08 21:44:26+00:00,Dexploarer,local_hash,865,#865,"Split the backend/runtime work out of this PR into [#865](https://github.com/milady-ai/milady/pull/865) so the mergeable reliability fixes can move independently.

What remains",
4023490482_4042245822,4023490482,4042245822,1151870687,pr_comment:4020077406,4020077406,pr_comment,2026-03-08 21:44:26+00:00,Dexploarer,url,865,https://github.com/milady-ai/milady/pull/865,"Split the backend/runtime work out of this PR into [#865](https://github.com/milady-ai/milady/pull/865) so the mergeable reliability fixes can move independently.

What remains here is the `apps/ui` feature work. That shou",
4023490482_4042245822,4023490482,4042245822,1151870687,pr_comment:4020164427,4020164427,pr_comment,2026-03-08 22:35:50+00:00,Dexploarer,local_hash,865,#865,"Closing this because the backend reliability work was split into #865. What remains here is still the oversized mixed UI/app branch, and it should come back as one or more focused follow-up",
3954793865_3954941644,3954793865,3954941644,369755856,pr_comment:3917411121,3917411121,pr_comment,2026-02-17 22:30:22+00:00,Copilot,local_hash,447,#447,"@majd I've opened a new pull request, #447, to work on those changes. Once the pull request is ready, I'll request review from you.",
4078779812_4087755165,4087755165,4078779812,609539390,pr_comment:4077578101,4077578101,pr_comment,2026-03-17 19:44:28+00:00,bee-san,url,2337,https://github.com/yomidevs/yomitan/pull/2337,this succeeds https://github.com/yomidevs/yomitan/pull/2337,
4129005824_4129030237,4129005824,4129030237,1151870687,pr_comment:4120034406,4120034406,pr_comment,2026-03-24 17:26:10+00:00,Dexploarer,local_hash,1296,#1296,"Valuable additions (bun-version-guard, README docs) being consolidated into a single clean PR alongside #1296's Windows CI workflow. module-interop.mjs already landed in #1303. Thanks @dutchiono\!",
4129005824_4129454822,4129005824,4129454822,1151870687,pr_comment:4120034406,4120034406,pr_comment,2026-03-24 17:26:10+00:00,Dexploarer,local_hash,1303,#1303,) being consolidated into a single clean PR alongside #1296's Windows CI workflow. module-interop.mjs already landed in #1303. Thanks @dutchiono\!,
4011991978_4032915845,4011991978,4032915845,1073337396,pr_comment:4010383512,4010383512,pr_comment,2026-03-06 08:45:17+00:00,easeev,url,313,https://github.com/jeremylongshore/claude-code-plugins-plus-skills/pull/313,"ack, this makes sense. I opened a clean follow-up PR that is fully scoped to the crypto RPC documentation updates only: https://github.com/jeremylongshore/claude-code-plugins-plus-skills/pull/313",
3291065313_3399574830,3399574830,3291065313,669466632,pr_comment:3271910377,3271910377,pr_comment,2025-09-09 18:54:20+00:00,coderabbitai[bot],qualified,842,selfxyz/self#842," Skips all builds
  end
```

## Estimated code review effort
🎯 3 (Moderate) | ⏱️ ~20 minutes

## Possibly related PRs
- selfxyz/self#842 — Also modifies `.github/workflows/mobile-e2e.yml`, overlapping with the iOS E2E job structure.
- selfxyz/self#932 — In",
3984347158_3984348161,3984348161,3984347158,1103012935,pr_comment:4008077413,4008077413,pr_comment,2026-03-05 21:58:37+00:00,rodrigouroz,local_hash,25556,#25556,"Rebased #25557 onto latest `main` after #25556 merged.

Scope cleanup in latest commits (`c99260a0a` / `a61669e0e` / `4e66c2bca`):
- Kept config/runtime exposure that",
4133946828_4134243617,4133946828,4134243617,988222683,pr_comment:4125342935,4125342935,pr_comment,2026-03-25 10:19:05+00:00,Copilot,local_hash,349,#349,"@Simon-He95 I've opened a new pull request, #349, to work on those changes. Once the pull request is ready, I'll request review from you.",
4133946828_4134255747,4133946828,4134255747,988222683,pr_comment:4125353709,4125353709,pr_comment,2026-03-25 10:20:56+00:00,Copilot,local_hash,350,#350,"@Simon-He95 I've opened a new pull request, #350, to work on those changes. Once the pull request is ready, I'll request review from you.",
3896613706_3975018858,3975018858,3896613706,781211748,pr_comment:3941368273,3941368273,pr_comment,2026-02-22 17:00:16+00:00,coderabbitai[bot],qualified,558,iota-uz/iota-sdk#558,"z/iota-sdk#550**: Reworks default_agent.go system prompt composition, related to VISUALIZE DATA guidelines updates.
- **iota-uz/iota-sdk#558**: Modifies stream controller handlers and access enforcement patterns, related to StopStream endpoint addition.

<!-- ",
3913257915_3913300025,3913257915,3913300025,9384267,pr_comment:3867908645,3867908645,pr_comment,2026-02-08 18:43:49+00:00,Dodothereal,local_hash,49724,#49724,Superseded by #49724 (same docs change on a clean replacement branch).,
3204250798_3328125253,3328125253,3204250798,227265548,pr_comment:3194233842,3194233842,pr_comment,2025-08-17 08:43:22+00:00,coderabbitai[bot],qualified,1665,gluesql/gluesql#1665,"der-->>FS: emit DDL text
```

## Estimated code review effort
🎯 4 (Complex) | ⏱️ ~60 minutes

## Possibly related PRs
- gluesql/gluesql#1665 — Adjusted quoting in Statement::Insert::to_sql; related because INSERT rendering was moved from Statement::to_sql to m",
3204267369_3328125253,3328125253,3204267369,227265548,pr_comment:3194233842,3194233842,pr_comment,2025-08-17 08:43:22+00:00,coderabbitai[bot],qualified,1667,gluesql/gluesql#1667,"g in Statement::Insert::to_sql; related because INSERT rendering was moved from Statement::to_sql to manual assembly.
- gluesql/gluesql#1667 — Fixed single-quote escaping in quoted string AST literal; relevant because values are still rendered via `Expr::to_sq",
3755737676_3805337379,3755737676,3805337379,669466632,pr_comment:3684752547,3684752547,pr_comment,2025-12-23 01:46:27+00:00,coderabbitai[bot],qualified,1584,selfxyz/self#1584,").
- selfxyz/self#1194 — Changes to parsing/validation handlers (parseIDDocument and related proving state handlers).
- selfxyz/self#1584 — Adds tests that target the new proving internal modules (documentProcessor, payloadGenerator, websocket handlers).

#",
4069903414_4081508739,4069903414,4081508739,1057381764,pr_comment:4066543791,4066543791,pr_comment,2026-03-16 10:08:39+00:00,Copilot,local_hash,215,#215,"@shenqidebaozi I've opened a new pull request, #215, to work on those changes. Once the pull request is ready, I'll request review from you.",
4069903414_4081517784,4069903414,4081517784,1057381764,pr_comment:4066554754,4066554754,pr_comment,2026-03-16 10:10:25+00:00,Copilot,local_hash,216,#216,"@shenqidebaozi I've opened a new pull request, #216, to work on those changes. Once the pull request is ready, I'll request review from you.",
3979207624_3979222408,3979207624,3979222408,1130928743,pr_comment:3946073968,3946073968,pr_comment,2026-02-23 17:09:47+00:00,joeblack2k,local_hash,187,#187,Closing this to avoid overlapping review threads. The catalog foundation is included in #187 so U1+U2 can be reviewed in one PR.,
4141286748_4141631887,4141631887,4141286748,476642602,pr_comment:4132626001,4132626001,pr_comment,2026-03-26 08:25:01+00:00,github-actions[bot],local_hash,13480,#13480,".com/web-infra-dev/rspack/commit/ccf11edeb1b9539dacceb06009feb0177763e519) to  [chore: remove stale devcontainer files (#13480) by neverland](https://github.com/web-infra-dev/rspack/commit/a4210a6bc8c48f4e392806aa1d68147a9c2f27a2)

🙈 Size remains",
3794425187_3797872299,3794425187,3797872299,669466632,pr_comment:3730353250,3730353250,pr_comment,2026-01-09 19:48:58+00:00,transphorm,url,1568,https://github.com/selfxyz/self/pull/1568,closing in favor of - https://github.com/selfxyz/self/pull/1568,
3950747685_3950772305,3950747685,3950772305,828083283,pr_comment:3912266054,3912266054,pr_comment,2026-02-17 04:50:58+00:00,Tobias-Fischer,local_hash,39,#39,See #39 ,
4140381370_4140488585,4140381370,4140488585,1103012935,pr_comment:4131581425,4131581425,pr_comment,2026-03-26 04:29:31+00:00,Takhoffman,local_hash,54888,#54888,"Superseded by #54888, rebuilt cleanly from current main to remove merge conflicts.",
4013375906_4013923139,4013923139,4013375906,1103012935,pr_comment:3987711985,3987711985,pr_comment,2026-03-02 23:52:54+00:00,steipete,local_hash,32185,#32185,"gainst current `main` and this change is already covered by a merged fix, so this PR is now a duplicate.

Superseded by #32185 (merged), which already shipped the Homebrew Cellar -> stable symlink runtime resolution for daemon install paths, incl",
4013375906_4013923139,4013923139,4013375906,1103012935,pr_comment:3987711985,3987711985,pr_comment,2026-03-02 23:52:54+00:00,steipete,local_hash,32185,#32185,"open would duplicate the same maintenance surface in the same files with overlapping behavior.

Closing as duplicate of #32185.
",
4101883087_4102406921,4101883087,4102406921,1179382423,pr_comment:4090896347,4090896347,pr_comment,2026-03-19 15:21:00+00:00,houko,local_hash,1260,#1260,Superseded by #1260 (worktree branch ). Continuing review and CI there.,
4101883087_4102406921,4101883087,4102406921,1179382423,pr_comment:4090900292,4090900292,pr_comment,2026-03-19 15:21:31+00:00,houko,local_hash,1260,#1260,Superseded by #1260 (worktree branch codex/code-scanning-followup). Continuing review and CI there.,
3476840956_3552577104,3552577104,3476840956,985303505,pr_comment:3446769784,3446769784,pr_comment,2025-10-25 14:29:26+00:00,coderabbitai[bot],local_hash,16,#16,"xternalStore integration; verify subscription lifecycle and equality function application.

## Possibly related PRs

- [#16](https://github.com/cossistantcom/cossistant/pull/16): Modifies realtime event envelope definitions and client communic",
3476840956_3552577104,3552577104,3476840956,985303505,pr_comment:3446769784,3446769784,pr_comment,2025-10-25 14:29:26+00:00,coderabbitai[bot],url,16,https://github.com/cossistantcom/cossistant/pull/16,"alStore integration; verify subscription lifecycle and equality function application.

## Possibly related PRs

- [#16](https://github.com/cossistantcom/cossistant/pull/16): Modifies realtime event envelope definitions and client communication plumbing that this PR extends and builds upon.
",
3934671125_4003277625,4003277625,3934671125,388876833,pr_comment:3975702738,3975702738,pr_comment,2026-02-27 23:27:50+00:00,greptile-apps[bot],local_hash,4190,#4190,"<h3>Greptile Summary</h3>

Cherry-picks PR #4190 from 2.7 branch, adding comprehensive tests for swarm self-result submission deadlock prevention.

- Refactored test se",
3940688250_3987589827,3987589827,3940688250,476642602,pr_comment:3957305677,3957305677,pr_comment,2026-02-25 07:15:36+00:00,github-actions[bot],local_hash,13060,#13060,"ack/commit/fef0e25829d627376a31dbbfcaf34cc45946e59b) to  [refactor: make compilation readonly for CompilationSeal hook (#13060) by hardfist](https://github.com/web-infra-dev/rspack/commit/284dd9e47a220bdc349e5e10aa75eaee1bd38489)

🎉 Size decrease",
3985420337_3988926760,3988926760,3985420337,1156956890,pr_comment:3958679973,3958679973,pr_comment,2026-02-25 11:40:31+00:00,chumyin,local_hash,1684,#1684,Closing as supersede noise. Source PR #1684 has already been closed after scope landed on dev via #1751; keeping this replacement open would restart supersede chai,
3987859569_3988926760,3988926760,3987859569,1156956890,pr_comment:3958679973,3958679973,pr_comment,2026-02-25 11:40:31+00:00,chumyin,local_hash,1751,#1751,Closing as supersede noise. Source PR #1684 has already been closed after scope landed on dev via #1751; keeping this replacement open would restart supersede chaining without new unique scope.,
3993614319_3993801271,3993801271,3993614319,476642602,pr_comment:3964752136,3964752136,pr_comment,2026-02-26 07:46:38+00:00,github-actions[bot],local_hash,13130,#13130,"ommit/532232a40617baf9edc431a365d3f7ec3f9187a0) to  [perf: Convert dependent full hash hook to sync with rayon support (#13130) by hardfist](https://github.com/web-infra-dev/rspack/commit/535f40459046fb548ce5134f1df349df92ddf6d8)

❌ Size increase",
4040171819_4040198416,4040198416,4040171819,563266322,pr_comment:4018651589,4018651589,pr_comment,2026-03-08 08:38:04+00:00,TheAwiteb,url,1284,https://github.com/rust-nostr/nostr/pull/1284,"Same comments from the previous PR.

- https://github.com/rust-nostr/nostr/pull/1284#issuecomment-4018648768
- https://github.com/rust-nostr/nostr/pull/1284#issuecomment-4018640839",
4040171819_4040198416,4040198416,4040171819,563266322,pr_comment:4018651589,4018651589,pr_comment,2026-03-08 08:38:04+00:00,TheAwiteb,url,1284,https://github.com/rust-nostr/nostr/pull/1284,"Same comments from the previous PR.

- https://github.com/rust-nostr/nostr/pull/1284#issuecomment-4018648768
- https://github.com/rust-nostr/nostr/pull/1284#issuecomment-4018640839",
3391696766_3415623211,3415623211,3391696766,570557896,pr_comment:3289931876,3289931876,pr_comment,2025-09-14 21:42:36+00:00,coderabbitai[bot],qualified,1247,ESPresense/ESPresense-companion#1247,"round `NodeTelemetryStore` and telemetry event handling; closely related to telemetry deletion and store integration.
- ESPresense/ESPresense-companion#1247 — Touches `src/ui/src/lib/NodeActions.svelte`; overlaps UI changes for the Delete action and styling.
- ESPresense/ESPr",
4086843085_4106050117,4086843085,4106050117,1103012935,pr_comment:4095890865,4095890865,pr_comment,2026-03-20 06:17:33+00:00,srxly888-creator,local_hash,50882,#50882,Follow-up minimalist split PR is now open: #50882 (skills policy only). Cron semantics will follow separately.,
4001461483_4002551802,4001461483,4002551802,1103012935,pr_comment:3974711536,3974711536,pr_comment,2026-02-27 19:34:08+00:00,dafacto,local_hash,29083,#29083,"ck` failure on this PR is an upstream TS2352 issue in `pi-embedded-runner-extraparams.test.ts`, now fixed separately in #29083.

Once #29083 lands (or is included in base), this PR should no longer be blocked by that unrelated CI error.
",
4001461483_4002551802,4001461483,4002551802,1103012935,pr_comment:3974711536,3974711536,pr_comment,2026-02-27 19:34:08+00:00,dafacto,local_hash,29083,#29083," this PR is an upstream TS2352 issue in `pi-embedded-runner-extraparams.test.ts`, now fixed separately in #29083.

Once #29083 lands (or is included in base), this PR should no longer be blocked by that unrelated CI error.
",
3979502450_3979512278,3979512278,3979502450,1147677291,pr_comment:3948336790,3948336790,pr_comment,2026-02-24 01:24:14+00:00,Scottcjn,local_hash,411,#411,Closing — duplicate/spam submission. Four identical PRs (#411-414) submitted simultaneously. Please submit one clean PR per bounty.,
4092247163_4092979682,4092979682,4092247163,794199679,pr_comment:4080002395,4080002395,pr_comment,2026-03-18 06:08:22+00:00,coderabbitai[bot],qualified,909,rmusser01/tldw_server#909," verification report
```

## Estimated code review effort

🎯 5 (Critical) | ⏱️ ~120 minutes

## Possibly related PRs

- rmusser01/tldw_server#909 — overlaps StudioPane slide/summary generation changes and chat-completions flow.  
- rmusser01/tldw_server#694 — relat",
4013528738_4015420523,4015420523,4013528738,920965242,pr_comment:3993330359,3993330359,pr_comment,2026-03-03 20:22:41+00:00,7etsuo,local_hash,1325,#1325,"Closing: branched from stale base (02a9b4f, before #1325 and #1326 merged). Merging would revert #1326 (BBS terminal UI, delegation engine, pipeline quality gates). Shell enfor",
4013528738_4015420523,4015420523,4013528738,920965242,pr_comment:3993330359,3993330359,pr_comment,2026-03-03 20:22:41+00:00,7etsuo,local_hash,1325,#1325,"ld revert #1326 (BBS terminal UI, delegation engine, pipeline quality gates). Shell enforcement is already in main from #1325. Approval rule changes (system.bash + desktop.bash) are covered by #1331.",
4015420523_4016163186,4015420523,4016163186,920965242,pr_comment:3993330359,3993330359,pr_comment,2026-03-03 20:22:41+00:00,7etsuo,local_hash,1331,#1331,es). Shell enforcement is already in main from #1325. Approval rule changes (system.bash + desktop.bash) are covered by #1331.,
3286761698_3809291283,3809291283,3286761698,669466632,pr_comment:3744871511,3744871511,pr_comment,2026-01-13 15:09:25+00:00,coderabbitai[bot],qualified,836,selfxyz/self#836,"nt runtime control flow.)

## Estimated code review effort

🎯 3 (Moderate) | ⏱️ ~20 minutes

## Possibly related PRs

- selfxyz/self#836 — Adds dsc_parsed validation in startFetchingData flow; these tests exercise those DSC parsing success/failure scenario",
3805337379_3809291283,3809291283,3805337379,669466632,pr_comment:3744871511,3744871511,pr_comment,2026-01-13 15:09:25+00:00,coderabbitai[bot],qualified,1584,selfxyz/self#1584," dsc_parsed validation in startFetchingData flow; these tests exercise those DSC parsing success/failure scenarios.  
- selfxyz/self#1584 — Adds overlapping proving machine document processor tests covering similar flows and mocks.  
- selfxyz/self#1031 — M",
3979416899_3979583986,3979416899,3979583986,1103012935,pr_comment:3946568512,3946568512,pr_comment,2026-02-23 18:34:11+00:00,gumadeiras,local_hash,24701,#24701,"Superseded by #24701, which includes all original changes plus follow-up fixes (cleanup routing), dry-run action-table UX, and multi-agent s",
4050347391_4082553122,4082553122,4050347391,1168654724,pr_comment:4067740684,4067740684,pr_comment,2026-03-16 13:39:31+00:00,coderabbitai[bot],local_hash,50,#50,"now ready for use
```

## Estimated code review effort

🎯 3 (Moderate) | ⏱️ ~25 minutes

## Possibly related PRs

- PR `#50`: Modifies `modelService.ts` and model discovery tests with token filtering that intersects the value-status checks int",
