pair_id,pr_id_a,pr_id_b,repo_id,pr_number_a,pr_number_b,title_a,title_b,author_a,author_b,author_user_id_a,author_user_id_b,agent_a,agent_b,html_url_a,html_url_b,created_at_a,created_at_b,earlier_pr_id,later_pr_id,temporal_order,evidence_count,evidence_ids,evidence_rule_ids,evidence_types,first_indicator_evidence_id,first_indicator_rule_id,first_indicator_at,candidate_detection_latency_hours,same_author,same_author_basis,prior_comment_awareness,snapshot_reference_flag,prefilter_exclusion_reason,duplicate_label,rater_1_label,rater_2_label,adjudicated_label,adjudicated_master_pr_id,adjudicated_duplicate_pr_id,adjudication_rationale
3993275977_4101562413,3993275977,4101562413,126714855,727,728,"Simplify release workflow: remove signing, fix deprecated action",Codex/maintenance baseline,Copilot,yhs0602,198982749,35697677,Copilot,OpenAI_Codex,https://github.com/yhs0602/Android-Disassembler/pull/727,https://github.com/yhs0602/Android-Disassembler/pull/728,2026-02-26 04:52:25+00:00,2026-03-19 13:05:02+00:00,3993275977,4101562413,a_before_b,1,pr_comment:4094112891,MSR2018-R1,pr_comment,pr_comment:4094112891,MSR2018-R1,2026-03-19 23:27:20+00:00,10.371666666666666,False,,False,False,,,,,,,,
3996184406_4160757393,3996184406,4160757393,54298946,47005,49938,feat: add realistic REST API weekly load test,feat: use REST API by default in load tests,Copilot,ChrisKujawa,198982749,2758593,Copilot,Claude_Code,https://github.com/camunda/camunda/pull/47005,https://github.com/camunda/camunda/pull/49938,2026-02-26 15:23:58+00:00,2026-03-28 16:37:26+00:00,3996184406,4160757393,a_before_b,1,pr_comment:4148483910,MSR2018-R1,pr_comment,pr_comment:4148483910,MSR2018-R1,2026-03-28 17:31:50+00:00,0.9066666666666666,False,,False,False,,,,,,,,
4001844377_4007980034,4001844377,4007980034,1103012935,28945,30886,fix(discord): expose EventQueue listenerTimeout as configurable option,fix(discord): raise event queue listener timeout for long handlers,Glucksberg,liuxiaopai-ai,80581902,73659136,Claude_Code,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/28945,https://github.com/openclaw/openclaw/pull/30886,2026-02-27 16:30:07+00:00,2026-03-01 18:44:21+00:00,4001844377,4007980034,a_before_b,1,pr_comment:3981649929,MSR2018-R1,pr_comment,pr_comment:3981649929,MSR2018-R1,2026-03-02 02:21:19+00:00,7.6161111111111115,False,,False,False,,,,,,,,
4005983018_4011852872,4005983018,4011852872,908658171,269,273,feat: KVM/bwrap isolation backends for cowork mode,"Update CLAUDE.md with standard header, common commands, and key scripts",aaddrick,sergeypusanov-dev,22264982,265050350,Claude_Code,Claude_Code,https://github.com/aaddrick/claude-desktop-debian/pull/269,https://github.com/aaddrick/claude-desktop-debian/pull/273,2026-03-01 02:07:59+00:00,2026-03-02 15:27:36+00:00,4005983018,4011852872,a_before_b,1,pr_review:3885043655,MSR2018-R1,pr_review_body,pr_review:3885043655,MSR2018-R1,2026-03-03 21:06:14+00:00,29.64388888888889,False,,False,False,,,,,,,,
4007309376_4008241298,4007309376,4008241298,1103012935,30705,30966,fix(discord): add debug logs for allowlist drops [AI-assisted],fix(discord): log ignored messages from non-allowlisted channels,liuxiaopai-ai,haosenwang1018,73659136,167664334,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/30705,https://github.com/openclaw/openclaw/pull/30966,2026-03-01 14:15:04+00:00,2026-03-01 20:50:31+00:00,4007309376,4008241298,a_before_b,1,pr_comment:3981628725,MSR2018-R1,pr_comment,pr_comment:3981628725,MSR2018-R1,2026-03-02 02:13:38+00:00,5.385277777777778,False,,False,False,,,,,,,,
4008035064_4008916219,4008035064,4008916219,1103012935,30904,31181,fix(voice-call): accept externally-initiated outbound Twilio calls,fix(voice-call): accept externally-initiated Twilio outbound-api calls,liuxiaopai-ai,scoootscooob,73659136,167050519,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/30904,https://github.com/openclaw/openclaw/pull/31181,2026-03-01 19:07:26+00:00,2026-03-02 02:24:52+00:00,4008035064,4008916219,a_before_b,1,pr_comment:3981830554,MSR2018-R1,pr_comment,pr_comment:3981830554,MSR2018-R1,2026-03-02 03:39:12+00:00,1.238888888888889,False,,False,False,,,,,,,,
4008469059_4008614235,4008469059,4008614235,1103012935,31035,31080,Auto-reply: strip inline NO_REPLY token from mixed replies,fix(auto-reply): strip NO_REPLY token from mixed-content messages,webdevtodayjason,scoootscooob,115739170,167050519,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/31035,https://github.com/openclaw/openclaw/pull/31080,2026-03-01 22:43:23+00:00,2026-03-01 23:57:31+00:00,4008469059,4008614235,a_before_b,2,pr_comment:3981521024;pr_comment:3981522461,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:3981521024,MSR2018-R1,2026-03-02 01:21:57+00:00,1.4072222222222222,False,,False,False,,,,,,,,
4008614235_4008723608,4008614235,4008723608,1103012935,31080,31109,fix(auto-reply): strip NO_REPLY token from mixed-content messages,Auto-reply: strip NO_REPLY markers in mixed text replies,scoootscooob,liuxiaopai-ai,167050519,73659136,Claude_Code,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/31080,https://github.com/openclaw/openclaw/pull/31109,2026-03-01 23:57:31+00:00,2026-03-02 00:52:07+00:00,4008614235,4008723608,a_before_b,2,pr_comment:3981520691;pr_comment:3981522283,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:3981520691,MSR2018-R1,2026-03-02 01:21:50+00:00,0.49527777777777776,False,,False,False,,,,,,,,
4012754295_4012792869,4012754295,4012792869,1103012935,32049,32059,fix(telegram): reduce startup command sync API pressure,fix: skip Telegram command sync when menu is unchanged,liuxiaopai-ai,scoootscooob,73659136,167050519,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/32049,https://github.com/openclaw/openclaw/pull/32059,2026-03-02 18:48:40+00:00,2026-03-02 18:59:07+00:00,4012754295,4012792869,a_before_b,1,pr_comment:3986319360,MSR2018-R1,pr_comment,pr_comment:3986319360,MSR2018-R1,2026-03-02 19:10:33+00:00,0.19055555555555556,False,,False,False,,,,,,,,
4012792869_4012903656,4012792869,4012903656,1103012935,32059,32092,fix: skip Telegram command sync when menu is unchanged,Telegram: skip deleteMyCommands before non-empty command sync,scoootscooob,liuxiaopai-ai,167050519,73659136,Claude_Code,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/32059,https://github.com/openclaw/openclaw/pull/32092,2026-03-02 18:59:07+00:00,2026-03-02 19:28:02+00:00,4012792869,4012903656,a_before_b,2,pr_comment:3986503851;pr_comment:3986503851,MSR2018-R1;MSR2018-R2,pr_comment,pr_comment:3986503851,MSR2018-R1,2026-03-02 19:44:58+00:00,0.2822222222222222,False,,False,False,,,,,,,,
4013375906_4013923139,4013375906,4013923139,1103012935,32185,32309,fix(daemon): resolve Homebrew Cellar path to stable symlink for gateway install,Daemon: prefer stable Homebrew node symlink for gateway install,scoootscooob,liuxiaopai-ai,167050519,73659136,Claude_Code,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/32185,https://github.com/openclaw/openclaw/pull/32309,2026-03-02 21:25:35+00:00,2026-03-02 23:49:01+00:00,4013375906,4013923139,a_before_b,2,pr_comment:3987711985;pr_comment:3987711985,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:3987711985,MSR2018-R1,2026-03-02 23:52:54+00:00,0.06472222222222222,False,,False,False,,,,,,,,
4018662740_4033722149,4018662740,4033722149,54298946,47558,47899,docs: improve copilot-instructions.md and ci.agent.md for better AI guidance,ci: restructure copilot instructions for coding agent compatibility,Copilot,ChrisKujawa,198982749,2758593,Copilot,Claude_Code,https://github.com/camunda/camunda/pull/47558,https://github.com/camunda/camunda/pull/47899,2026-03-03 20:54:47+00:00,2026-03-06 11:33:32+00:00,4018662740,4033722149,a_before_b,1,pr_comment:4011923378,MSR2018-R1,pr_comment,pr_comment:4011923378,MSR2018-R1,2026-03-06 14:02:28+00:00,2.482222222222222,False,,False,False,,,,,,,,
4019169217_4108829077,4019169217,4108829077,574173538,986,1020,feat: wire stableswap-only remote registry route with mc-public sdk,feat: cross-collateral implementation,nambrot,Xaroz,571810,33064781,OpenAI_Codex,OpenAI_Codex,https://github.com/hyperlane-xyz/hyperlane-warp-ui-template/pull/986,https://github.com/hyperlane-xyz/hyperlane-warp-ui-template/pull/1020,2026-03-03 23:14:30+00:00,2026-03-20 16:29:38+00:00,4019169217,4108829077,a_before_b,1,pr_comment:4099560212,MSR2018-R1,pr_comment,pr_comment:4099560212,MSR2018-R1,2026-03-20 16:52:59+00:00,0.38916666666666666,False,,False,False,,,,,,,,
4026507377_4040206076,4026507377,4040206076,1103012935,35719,39374,fix(config): accept openclaw browser profile driver,"fix(config): accept ""openclaw"" as browser profile driver in Zod schema",7inspire,gambletan,18145066,266203672,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/35719,https://github.com/openclaw/openclaw/pull/39374,2026-03-05 07:51:19+00:00,2026-03-08 02:11:56+00:00,4026507377,4040206076,a_before_b,1,pr_comment:4018687599,MSR2018-R1,pr_comment,pr_comment:4018687599,MSR2018-R1,2026-03-08 09:06:39+00:00,6.911944444444444,False,,False,False,,,,,,,,
4029788943_4030084320,4029788943,4030084320,1103012935,36538,36603,fix(config): use SHA256 hash for schema cache key (fixes #36508),fix(config): hash merged schema cache key to prevent RangeError with many channels,Octane0411,powermaster888,88922959,7107452,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/36538,https://github.com/openclaw/openclaw/pull/36603,2026-03-05 18:04:37+00:00,2026-03-05 19:13:07+00:00,4029788943,4030084320,a_before_b,2,pr_comment:4008306257;pr_comment:4008306257,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:4008306257,MSR2018-R1,2026-03-05 22:48:07+00:00,3.5833333333333335,False,,False,False,,,,,,,,
4029966308_4030084320,4029966308,4030084320,1103012935,36580,36603,gateway: hash merged schema cache key,fix(config): hash merged schema cache key to prevent RangeError with many channels,Octane0411,powermaster888,88922959,7107452,OpenAI_Codex,Claude_Code,https://github.com/openclaw/openclaw/pull/36580,https://github.com/openclaw/openclaw/pull/36603,2026-03-05 18:45:40+00:00,2026-03-05 19:13:07+00:00,4029966308,4030084320,a_before_b,2,pr_comment:4008306722;pr_comment:4008306722,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:4008306722,MSR2018-R1,2026-03-05 22:48:17+00:00,3.5861111111111112,False,,False,False,,,,,,,,
4034355214_4035187334,4034355214,4035187334,1103012935,37876,38173,fix(models): use 1M context for openai-codex gpt-5.4,refactor(agents): unify canonical codex model facts,yuweuii,who96,82372187,44131846,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/37876,https://github.com/openclaw/openclaw/pull/38173,2026-03-06 13:56:29+00:00,2026-03-06 16:55:21+00:00,4034355214,4035187334,a_before_b,1,pr_comment:4047084038,MSR2018-R1,pr_comment,pr_comment:4047084038,MSR2018-R1,2026-03-12 14:11:34+00:00,141.27027777777778,False,,False,False,,,,,,,,
4037485952_4049263237,4037485952,4049263237,1136590548,348,371,fix(hooks): scrub secrets and harden hook security,fix: harden hook portability and plugin docs,jtzingsheim1,affaan-m,43869157,124439313,Claude_Code,OpenAI_Codex,https://github.com/affaan-m/everything-claude-code/pull/348,https://github.com/affaan-m/everything-claude-code/pull/371,2026-03-07 05:43:47+00:00,2026-03-10 04:07:53+00:00,4037485952,4049263237,a_before_b,1,pr_comment:4028522363,MSR2018-R2,pr_comment,pr_comment:4028522363,MSR2018-R2,2026-03-10 04:08:13+00:00,0.005555555555555556,False,,False,False,,,,,,,,
4039293139_4088971916,4039293139,4088971916,574173538,995,1014,Widgetized embed,feat: embeddable iframe widget via /embed route,nambrot,Xaroz,571810,33064781,OpenAI_Codex,Claude_Code,https://github.com/hyperlane-xyz/hyperlane-warp-ui-template/pull/995,https://github.com/hyperlane-xyz/hyperlane-warp-ui-template/pull/1014,2026-03-07 19:41:56+00:00,2026-03-17 14:33:36+00:00,4039293139,4088971916,a_before_b,1,pr_comment:4120293787,MSR2018-R1,pr_comment,pr_comment:4120293787,MSR2018-R1,2026-03-24 17:56:13+00:00,171.37694444444443,False,,False,False,,,,,,,,
4039459323_4040312761,4039459323,4040312761,1103012935,39172,39414,fix(ui): preserve Telegram sender attribution in dashboard chat,fix(chat): preserve Telegram sender labels in dashboard history,jskoiz,obviyus,20649937,22031114,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/39172,https://github.com/openclaw/openclaw/pull/39414,2026-03-07 20:51:45+00:00,2026-03-08 03:23:15+00:00,4039459323,4040312761,a_before_b,1,pr_comment:4018174256,MSR2018-R1,pr_comment,pr_comment:4018174256,MSR2018-R1,2026-03-08 03:47:48+00:00,0.4091666666666667,False,,False,False,,,,,,,,
4039563423_4039962972,4039563423,4039962972,1103012935,39196,39278,fix(voice-call): honor vadThreshold: 0 and silenceDurationMs: 0 in STT config,fix(voice-call): use nullish coalescing for STT vadThreshold and silenceDurationMs,scoootscooob,mvanhorn,167050519,455140,Claude_Code,Claude_Code,https://github.com/openclaw/openclaw/pull/39196,https://github.com/openclaw/openclaw/pull/39278,2026-03-07 21:26:53+00:00,2026-03-08 00:13:37+00:00,4039563423,4039962972,a_before_b,1,pr_comment:4017920482,MSR2018-R1,pr_comment,pr_comment:4017920482,MSR2018-R1,2026-03-08 01:42:29+00:00,1.481111111111111,False,,False,False,,,,,,,,
4039569654_4039962071,4039569654,4039962071,1103012935,39197,39276,fix(synology-chat): respect SYNOLOGY_RATE_LIMIT=0 in env var parsing,fix(synology-chat): use nullish coalescing for SYNOLOGY_RATE_LIMIT=0,scoootscooob,mvanhorn,167050519,455140,Claude_Code,Claude_Code,https://github.com/openclaw/openclaw/pull/39197,https://github.com/openclaw/openclaw/pull/39276,2026-03-07 21:29:00+00:00,2026-03-08 00:13:03+00:00,4039569654,4039962071,a_before_b,1,pr_comment:4017920420,MSR2018-R1,pr_comment,pr_comment:4017920420,MSR2018-R1,2026-03-08 01:42:27+00:00,1.49,False,,False,False,,,,,,,,
4041736635_4129388250,4041736635,4129388250,1103012935,40099,53825,Fix openai-codex OAuth email profile detection,fix(auth): derive OpenAI Codex OAuth profile ids from JWT claims,MeCKodo,thePober,10184444,258980650,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/40099,https://github.com/openclaw/openclaw/pull/53825,2026-03-08 17:11:28+00:00,2026-03-24 17:09:40+00:00,4041736635,4129388250,a_before_b,1,pr_comment:4125712183,MSR2018-R1,pr_comment,pr_comment:4125712183,MSR2018-R1,2026-03-25 11:14:19+00:00,18.0775,False,,False,False,,,,,,,,
4041951406_4045263338,4041951406,4045263338,1103012935,40176,40959,fix: resolve target agent workspace for cross-agent subagent spawns,Fix cross-agent sessions_spawn workspace inheritance,moshehbenavraham,kangkangzi2025,17122072,219814090,Claude_Code,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/40176,https://github.com/openclaw/openclaw/pull/40959,2026-03-08 18:58:30+00:00,2026-03-09 12:17:38+00:00,4041951406,4045263338,a_before_b,2,pr_comment:4057183359;pr_comment:4057183359,MSR2018-R1;MSR2018-R1,pr_comment,pr_comment:4057183359,MSR2018-R1,2026-03-13 18:30:22+00:00,102.21222222222222,False,,False,False,,,,,,,,
4044879292_4058407360,4044879292,4058407360,1103012935,40892,43240,fix(ui): preserve control-ui auth across refresh,Fix session-link reload dropping Control UI token,velvet-shark,lynnzc,126378,6257996,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/40892,https://github.com/openclaw/openclaw/pull/43240,2026-03-09 10:56:28+00:00,2026-03-11 13:58:58+00:00,4044879292,4058407360,a_before_b,1,pr_comment:4044932000,MSR2018-R1,pr_comment,pr_comment:4044932000,MSR2018-R1,2026-03-12 08:35:57+00:00,18.61638888888889,False,,False,False,,,,,,,,
4045836014_4078244000,4045836014,4078244000,1103012935,41103,47274,fix(telegram): avoid mid-word message chunking,fix: preserve Telegram word boundaries when rechunking HTML,comeran,obviyus,11574611,22031114,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/41103,https://github.com/openclaw/openclaw/pull/47274,2026-03-09 14:10:22+00:00,2026-03-15 12:01:43+00:00,4045836014,4078244000,a_before_b,1,pr_comment:4149809767,MSR2018-R1,pr_comment,pr_comment:4149809767,MSR2018-R1,2026-03-29 09:48:09+00:00,333.7738888888889,False,,False,False,,,,,,,,
4046010653_4117372768,4046010653,4117372768,1103012935,41141,52516,fix(edit): include current file contents on mismatch,fix(agents): harden edit tool recovery,wangyaok1,mbelinky,249894081,132747814,OpenAI_Codex,OpenAI_Codex,https://github.com/openclaw/openclaw/pull/41141,https://github.com/openclaw/openclaw/pull/52516,2026-03-09 14:42:12+00:00,2026-03-22 23:26:31+00:00,4046010653,4117372768,a_before_b,1,pr_comment:4117798564,MSR2018-R1,pr_comment,pr_comment:4117798564,MSR2018-R1,2026-03-24 12:22:25+00:00,36.931666666666665,False,,False,False,,,,,,,,
4058837487_4059023885,4058837487,4059023885,139199684,21087,21089,Fix: reload automations after PostgreSQL LISTEN/NOTIFY reconnect,Reconcile automations when Postgres notifications are unavailable,devin-ai-integration[bot],zzstoatzz,158243242,31014960,Devin,OpenAI_Codex,https://github.com/PrefectHQ/prefect/pull/21087,https://github.com/PrefectHQ/prefect/pull/21089,2026-03-11 15:12:13+00:00,2026-03-11 15:44:52+00:00,4058837487,4059023885,a_before_b,1,pr_comment:4040433148,MSR2018-R1,pr_comment,pr_comment:4040433148,MSR2018-R1,2026-03-11 16:23:34+00:00,0.645,False,,False,False,,,,,,,,
4063944911_4079607523,4063944911,4079607523,46398090,16553,16597,Source category documentation,feat(docs): streamline integrations page and catalog generation,sgomezvillamor,shirshanka,685759,906477,Cursor,Claude_Code,https://github.com/datahub-project/datahub/pull/16553,https://github.com/datahub-project/datahub/pull/16597,2026-03-12 11:21:41+00:00,2026-03-16 00:42:17+00:00,4063944911,4079607523,a_before_b,1,pr_comment:4065794226,MSR2018-R1,pr_comment,pr_comment:4065794226,MSR2018-R1,2026-03-16 08:02:46+00:00,7.341388888888889,False,,False,False,,,,,,,,
4069259293_4077469019,4069259293,4077469019,1116260703,1029,1051,fix(codex): avoid duplicate [agents] header in config merge,fix: remove deprecated Codex config keys causing UI instability,medhatgalal,glittercowboy,611755,186001655,OpenAI_Codex,Claude_Code,https://github.com/gsd-build/get-shit-done/pull/1029,https://github.com/gsd-build/get-shit-done/pull/1051,2026-03-13 06:40:48+00:00,2026-03-15 03:21:52+00:00,4069259293,4077469019,a_before_b,1,pr_comment:4062109645,MSR2018-R1,pr_comment,pr_comment:4062109645,MSR2018-R1,2026-03-15 03:31:24+00:00,0.15888888888888889,False,,False,False,,,,,,,,
4076586711_4076697375,4076586711,4076697375,1178493295,403,412,feat(gsd): implement auto-mode fallback model rotation on network errors (refactored),feat: cross-provider fallback when rate/quota limits hit,kassieclaire,jeremymcs,59930829,211150,Claude_Code,Claude_Code,https://github.com/gsd-build/gsd-2/pull/403,https://github.com/gsd-build/gsd-2/pull/412,2026-03-14 19:47:42+00:00,2026-03-14 20:46:05+00:00,4076586711,4076697375,a_before_b,1,pr_comment:4063271119,MSR2018-R1,pr_comment,pr_comment:4063271119,MSR2018-R1,2026-03-15 15:53:20+00:00,19.120833333333334,False,,False,False,,,,,,,,
4076747286_4134096162,4076747286,4134096162,777230015,2138,2303,Fix high-severity npm dependency vulnerabilities in web package,security: Fix multiple high-severity dependency vulnerabilities,Copilot,claude[bot],198982749,209825114,Copilot,Claude_Code,https://github.com/nodetool-ai/nodetool/pull/2138,https://github.com/nodetool-ai/nodetool/pull/2303,2026-03-14 21:11:51+00:00,2026-03-25 09:54:39+00:00,4076747286,4134096162,a_before_b,1,pr_comment:4132882469,MSR2018-R1,pr_comment,pr_comment:4132882469,MSR2018-R1,2026-03-26 09:06:58+00:00,23.205277777777777,False,,False,False,,,,,,,,
4077603512_4079387195,4077603512,4079387195,1178493295,450,543,Enforce research→planner separation of concerns in GSD auto-mode,"fix(prompts): worktree cwd, pipeline awareness, depth calibration, template improvements",Copilot,glittercowboy,198982749,186001655,Copilot,Claude_Code,https://github.com/gsd-build/gsd-2/pull/450,https://github.com/gsd-build/gsd-2/pull/543,2026-03-15 04:51:03+00:00,2026-03-15 22:55:54+00:00,4077603512,4079387195,a_before_b,1,pr_comment:4064152584,MSR2018-R1,pr_comment,pr_comment:4064152584,MSR2018-R1,2026-03-15 23:21:59+00:00,0.43472222222222223,False,,False,False,,,,,,,,
4078288449_4101350312,4078288449,4101350312,155790228,7615,7644,Fix placeholder colon param incorrectly prefixed with table alias when followed by `::` cast,Fix RF03 incorrectly qualifying placeholder parameters,Copilot,shauneccles,198982749,21007065,Copilot,Claude_Code,https://github.com/sqlfluff/sqlfluff/pull/7615,https://github.com/sqlfluff/sqlfluff/pull/7644,2026-03-15 12:31:18+00:00,2026-03-19 12:25:20+00:00,4078288449,4101350312,a_before_b,1,pr_comment:4093508426,MSR2018-R1,pr_comment,pr_comment:4093508426,MSR2018-R1,2026-03-19 21:48:27+00:00,9.385277777777778,False,,False,False,,,,,,,,
4079317988_4079341741,4079317988,4079341741,1178493295,533,536,Restore `git.isolation` for auto-mode and keep worktrees as the default,"fix: prevent merge loop, auto-resolve .gsd/ conflicts, restore git.isolation (#530, #531)",Copilot,jeremymcs,198982749,211150,Copilot,Claude_Code,https://github.com/gsd-build/gsd-2/pull/533,https://github.com/gsd-build/gsd-2/pull/536,2026-03-15 22:18:39+00:00,2026-03-15 22:32:11+00:00,4079317988,4079341741,a_before_b,1,pr_comment:4064172882,MSR2018-R1,pr_comment,pr_comment:4064172882,MSR2018-R1,2026-03-15 23:32:16+00:00,1.0013888888888889,False,,False,False,,,,,,,,
4090325787_4090340396,4090325787,4090340396,283046497,75141,75143,fix(source-amazon-seller-partner): correct URL path for settlement report fetching,fix(source-amazon-seller-partner): fix incorrect URL path for GET_V2_SETTLEMENT_REPORT_DATA_FLAT_FILE (AI-Triage PR),ald-ahmed,devin-ai-integration[bot],7197879,158243242,Claude_Code,Devin,https://github.com/airbytehq/airbyte/pull/75141,https://github.com/airbytehq/airbyte/pull/75143,2026-03-17 18:17:01+00:00,2026-03-17 18:20:25+00:00,4090325787,4090340396,a_before_b,1,pr_comment:4081849764,MSR2018-R1,pr_comment,pr_comment:4081849764,MSR2018-R1,2026-03-18 11:42:57+00:00,17.375555555555554,False,,False,False,,,,,,,,
4093644800_4100668106,4093644800,4100668106,429907564,1603,1605,Restrict strict-message-order to doctor,Move strict-message-order to doctor only,vvezre,james-rms,93599357,18162835,OpenAI_Codex,Cursor,https://github.com/foxglove/mcap/pull/1603,https://github.com/foxglove/mcap/pull/1605,2026-03-18 08:44:07+00:00,2026-03-19 10:10:14+00:00,4093644800,4100668106,a_before_b,1,pr_comment:4107484029,MSR2018-R1,pr_comment,pr_comment:4107484029,MSR2018-R1,2026-03-23 01:43:30+00:00,87.55444444444444,False,,False,False,,,,,,,,
4111054003_4124203474,4111054003,4124203474,1103012935,51381,53220,fix(ui): prevent double-qualifying already-qualified model values,fix(ui): resolve model provider from catalog instead of stale session default,Cypherm,hclsys,28184436,7755017,Claude_Code,Claude_Code,https://github.com/openclaw/openclaw/pull/51381,https://github.com/openclaw/openclaw/pull/53220,2026-03-21 02:30:56+00:00,2026-03-23 23:05:36+00:00,4111054003,4124203474,a_before_b,1,pr_comment:4119237386,MSR2018-R1,pr_comment,pr_comment:4119237386,MSR2018-R1,2026-03-24 15:34:11+00:00,16.476388888888888,False,,False,False,,,,,,,,
4119248766_4125150124,4119248766,4125150124,1022409312,260,262,[codex] fix selected byte-compile warnings,Raise Emacs floor to 29.1 and document byte-compile/checkdoc expectations,Silex,Copilot,16015,198982749,OpenAI_Codex,Copilot,https://github.com/tninja/ai-code-interface.el/pull/260,https://github.com/tninja/ai-code-interface.el/pull/262,2026-03-23 08:47:52+00:00,2026-03-24 04:22:21+00:00,4119248766,4125150124,a_before_b,1,pr_comment:4115385665,MSR2018-R1,pr_comment,pr_comment:4115385665,MSR2018-R1,2026-03-24 04:52:23+00:00,0.5005555555555555,False,,False,False,,,,,,,,
4129005824_4129454822,4129005824,4129454822,1151870687,1295,1303,chore(dev-win): add Bun version guardrails for startup,refactor: centralize module interop for Bun CJS/ESM compatibility,dutchiono,Dexploarer,86275975,211557447,OpenAI_Codex,Claude_Code,https://github.com/milady-ai/milady/pull/1295,https://github.com/milady-ai/milady/pull/1303,2026-03-24 16:02:23+00:00,2026-03-24 17:21:24+00:00,4129005824,4129454822,a_before_b,1,pr_comment:4120034406,MSR2018-R1,pr_comment,pr_comment:4120034406,MSR2018-R1,2026-03-24 17:26:10+00:00,0.07944444444444444,False,,False,False,,,,,,,,
4129030237_4129454822,4129030237,4129454822,1151870687,1296,1303,ci(windows): add dev:win smoke matrix for stable and canary,refactor: centralize module interop for Bun CJS/ESM compatibility,dutchiono,Dexploarer,86275975,211557447,OpenAI_Codex,Claude_Code,https://github.com/milady-ai/milady/pull/1296,https://github.com/milady-ai/milady/pull/1303,2026-03-24 16:05:25+00:00,2026-03-24 17:21:24+00:00,4129030237,4129454822,a_before_b,1,pr_comment:4120034628,MSR2018-R1,pr_comment,pr_comment:4120034628,MSR2018-R1,2026-03-24 17:26:12+00:00,0.08,False,,False,False,,,,,,,,
4149074809_4166426988,4149074809,4166426988,136202695,22080,22130,Remove `--snapshot` pinning from `apt-get` commands in CI,Remove `--snapshot=20260310T000000Z` from CI `apt-get` commands,harupy,Copilot,17039389,198982749,Claude_Code,Copilot,https://github.com/mlflow/mlflow/pull/22080,https://github.com/mlflow/mlflow/pull/22130,2026-03-27 04:00:25+00:00,2026-03-30 01:42:35+00:00,4149074809,4166426988,a_before_b,1,pr_comment:4151857810,MSR2018-R1,pr_comment,pr_comment:4151857810,MSR2018-R1,2026-03-30 03:14:47+00:00,1.5366666666666666,False,,False,False,,,,,,,,
